"Ano-calendário";"CNPJ";"Razão Social";"Nome Fantasia";"Código CNAE";"CNAE";"Município";"UF";"Valor Renúncia Fiscal (R$)"
"2024";"17995592000202";"BREE EFICIENCIA ENERGETICA S.A.";"";"28291";"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente";"QUATRO BARRAS";"PR";"46349,00"
"2024";"18519733000100";"SG DESENVOLVIMENTO URBANISTICO E IMOBILIARIO LTDA";"SG DESENVOLVIMENTO";"00000";"Sem informação";"FORTALEZA";"CE";"46346,00"
"2024";"54361175000153";"BUTILAMIL INDUSTRIAS REUNIDAS S/A";"";"20291";"Fabricação de produtos químicos orgânicos não especificados anteriormente";"PIRACICABA";"SP";"46334,00"
"2024";"54844774000470";"MUNDO ANIMAL LABORATORIO VETERINARIO LTDA";"MUNDO ANIMAL";"00000";"Sem informação";"PINDAMONHANGABA";"SP";"46307,00"
"2024";"29905551000186";"EFE IMPORTACAO & DISTRIBUICAO LTDA";"EFE";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"RECIFE";"PE";"46266,00"
"2024";"13640053000119";"HALMA SAUDE E OTICA DO BRASIL - IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA";"HALMA SAUDE E OTICA DO BRASIL";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"BARUERI";"SP";"46231,00"
"2024";"60210515000300";"POLI-NUTRI ALIMENTOS S.A.";"";"10660";"Fabricação de alimentos para animais";"MARINGÁ";"PR";"46207,00"
"2024";"41675181000133";"R4 AIR SALVAGE COMERCIO E IMPORTACAO DE AERONAVES, SALVADOS E PECAS NOVAS E USADAS.";"R4 AIR SALVAGE";"52401";"Atividades auxiliares dos transportes aéreos";"BRAGANÇA PAULISTA";"SP";"46188,00"
"2024";"03268421000196";"S & S INDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA";"POLIDOBRA - ENGENHARIA DE CORTE DOBRA DE ACO";"28291";"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente";"BAURU";"SP";"46140,00"
"2024";"05451258000128";"PHARMALOGIC INDUSTRIA E COMERCIO LTDA";"";"00000";"Sem informação";"JACAREÍ";"SP";"46121,00"
"2024";"10449961000131";"L. H. COLUS TECNOLOGIA LTDA";"";"30423";"Fabricação de turbinas, motores e outros componentes e peças para aeronaves";"SÃO JOSÉ DOS CAMPOS";"SP";"46038,00"
"2024";"44669141000177";"JOBE LUV INDUSTRIA E COMERCIO LTDA";"";"32922";"Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional";"RIO CLARO";"SP";"46037,00"
"2024";"12388342000100";"MEDIOLY MATERIAIS MEDICOS LTDA";"MEDIOLY MATERIAIS MEDICOS";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"SÃO LUÍS";"MA";"46014,00"
"2024";"01692454000567";"WITTUR LTDA";"";"28224";"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas";"LONDRINA";"PR";"46010,00"
"2024";"23668196000354";"MR PHARMA LTDA";"MR PHARMA";"46443";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"SERRA";"ES";"46004,00"
"2024";"39808097000107";"TACKER BR LTDA.";"TACKER BR";"09106";"Atividades de apoio à extração de petróleo e gás natural";"RIO DE JANEIRO";"RJ";"45968,00"
"2024";"26369016000160";"RIO BRAVO MINERACAO E METALURGIA LTDA";"EXTRATIVA FERTILIZANTES LTDA";"20126";"Fabricação de intermediários para fertilizantes";"SÃO TIAGO";"MG";"45954,00"
"2024";"79829875000150";"MARELY MOVEIS LTDA";"";"31012";"Fabricação de móveis com predominância de madeira";"SANTA CECÍLIA";"SC";"45949,00"
"2024";"03727047000140";"K-I AVIONICS ELETRONICA LTDA";"KI AVIONICS";"00000";"Sem informação";"GOIÂNIA";"GO";"45915,00"
"2024";"39891425000173";"ARAGON IMPORTACAO E EXPORTACAO LTDA.";"ARAGON IMP. E EXP.";"47733";"Comércio varejista de artigos médicos e ortopédicos";"OSASCO";"SP";"45862,00"
"2024";"25226244000118";"LYON PRODUTOS PARA SAUDE LTDA";"ASER";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"BRASÍLIA";"DF";"45841,00"
"2024";"45252414000146";"JMBWIND BRASIL LTDA";"";"27104";"Fabricação de geradores, transformadores e motores elétricos";"HORIZONTE";"CE";"45838,00"
"2024";"33450498000143";"F SALES DE FREITAS";"AGRICOLA CAMPO VERDE";"01199";"Cultivo de plantas de lavoura temporária não especificadas anteriormente";"BARAÚNA";"RN";"45796,00"
"2024";"79931341000130";"MADEMAFRA MADEIRAS LTDA";"";"16293";"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis";"MAFRA";"SC";"45704,00"
"2024";"19966249000184";"SP OSTEOS DISTRIBUIDORA DE PRODUTOS PARA A SAUDE LTDA";"SP OSTEOS";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"SÃO CAETANO DO SUL";"SP";"45685,00"
"2024";"23142976000102";"EDITORA MOSTARDA DO BRASIL LTDA";"EDITORA MOSTARDA";"47610";"Comércio varejista de livros, jornais, revistas e papelaria";"SUMARÉ";"SP";"45619,00"
"2024";"04760993000150";"TOLEDO MINERACAO LTDA";"";"08100";"Extração de pedra, areia e argila";"ÁGUA DOCE DO NORTE";"ES";"45591,00"
"2024";"05121459000167";"FULL SERVICE EVENTOS & LOCACOES LTDA";"";"90019";"Artes cênicas, espetáculos e atividades complementares";"SÃO PAULO";"SP";"45582,00"
"2024";"06351262000268";"ENERGOLD PERFURACOES LTDA";"ENERGOLD DRILLING BRASIL";"00000";"Sem informação";"NOVA LIMA";"MG";"45560,00"
"2024";"18756840000144";"CLAUDIA REGINA CECCAGNO CAPPELLARO LTDA";"CAPPELLARO FRUITS";"01326";"Cultivo de uva";"PETROLINA";"PE";"45555,00"
"2024";"52434388000485";"KOREA TEXTIL INDUSTRIA E COMERCIO LTDA.";"";"46893";"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"SÃO JOSÉ";"SC";"45519,00"
"2024";"08887928000141";"FRUTAS CAMPINAS LTDA";"FRUTAS CAMPINAS";"46338";"Comércio atacadista de hortifrutigranjeiros";"CAMPINAS";"SP";"45512,00"
"2024";"37828064000195";"LIN JUNYAN COMERCIO VAREJISTA DE PLANTAS E FLORES ARTIFICIAIS LTDA";"LENNY PRESENTES";"47890";"Comércio varejista de outros produtos novos não especificados anteriormente";"MANAUS";"AM";"45509,00"
"2024";"11157931000114";"SUPRIMED COMERCIO DE MATERIAIS HOSPITALARES LTDA";"SUPRIMED IMPLANTES";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"MARINGÁ";"PR";"45507,00"
"2024";"01810945000131";"SANTA CLARA AGROCIENCIA S.A.";"";"20134";"Fabricação de adubos e fertilizantes";"JABOTICABAL";"SP";"45497,00"
"2024";"11741022000129";"PONTES INDUSTRIA DE CERA LTDA";"";"20932";"Fabricação de aditivos de uso industrial";"FORTALEZA";"CE";"45484,00"
"2024";"41670524000177";"ZIEL INDUSTRIA E COMERCIO DE COSMETICOS LTDA";"ZIELL";"20631";"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal";"BENTO GONÇALVES";"RS";"45457,00"
"2024";"42311812000106";"ALD DISTRIBUIDORA E COMERCIO DE BEBIDAS LTDA";"ALD DISTRIBUIDORA DE VINHOS";"47237";"Comércio varejista de bebidas";"CRICIÚMA";"SC";"45348,00"
"2024";"29251097000197";"INSTITUTO DE MEDICINA NUCLEAR E ENDOCRINOLOGIA LTDA";"HOSPITAL DR.BEDA";"86101";"Atividades de atendimento hospitalar";"CAMPOS DOS GOYTACAZES";"RJ";"45328,00"
"2024";"48429252000167";"AVIACAO AGRICOLA GAIVOTA LTDA";"";"01610";"Atividades de apoio à agricultura";"VILHENA";"RO";"45327,00"
"2024";"05753148000110";"GLOBOMEDICAL PRODUTOS MEDICOS LTDA";"";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"SÃO PAULO";"SP";"45304,00"
"2024";"55972087000231";"JP INDUSTRIA FARMACEUTICA S/A";"";"00000";"Sem informação";"VIAMÃO";"RS";"45301,00"
"2024";"37678408000127";"KAMELEON BAG COMERCIO DE MALAS LTDA";"";"47822";"Comércio varejista de calçados e artigos de viagem";"GUARULHOS";"SP";"45297,00"
"2024";"05583876000121";"CARNAUBA DO BRASIL LTDA";"";"10422";"Fabricação de óleos vegetais refinados, exceto óleo de milho";"ITAREMA";"CE";"45294,00"
"2024";"60934551000405";"AB MAURI BRASIL LTDA";"";"10996";"Fabricação de produtos alimentícios não especificados anteriormente";"PEDERNEIRAS";"SP";"45285,00"
"2024";"39841278000127";"MARIANELLI INDUSTRIA DE GRANITOS LTDA";"MARIANELLI EXPORT";"00000";"Sem informação";"SÃO DOMINGOS DO NORTE";"ES";"45155,00"
"2024";"68814961000335";"MEDIVAX INDUSTRIA E COMERCIO LTDA";"";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"BARUERI";"SP";"45118,00"
"2024";"62937982000108";"FARMERS ELEVATOR DO BRASIL AGROPECUARIA LTDA";"";"01334";"Cultivo de frutas de lavoura permanente, exceto laranja e uva";"LUÍS EDUARDO MAGALHÃES";"BA";"45105,00"
"2024";"84430149000109";"DUAS RODAS INDUSTRIAL S.A.";"DUAS RODAS";"10996";"Fabricação de produtos alimentícios não especificados anteriormente";"JARAGUÁ DO SUL";"SC";"45100,00"
"2024";"03801270000190";"BARBOSA INDUSTRIA COMERCIO E REFRIGERACAO LTDA";"BR STEEL";"28232";"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial";"APARECIDA DE GOIÂNIA";"GO";"45088,00"
"2024";"00573184000502";"H.L. DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA";"KININO";"10953";"Fabricação de especiarias, molhos, temperos e condimentos";"MIRASSOL";"SP";"45085,00"
"2024";"65009466000101";"TEMPERALHO TRADING, COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"ALHOS BOIANI";"46397";"Comércio atacadista de produtos alimentícios em geral";"BAURU";"SP";"45073,00"
"2024";"09326228000140";"GARBARI IMPORTADORA E EXPORTADORA LTDA";"GARBARI IMPORTS";"46893";"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"ITAJAÍ";"SC";"45018,00"
"2024";"03342935000144";"RESINAS TROPICAIS - INDUSTRIA E COMERCIO LTDA.";"";"20991";"Fabricação de produtos químicos não especificados anteriormente";"UBERLÂNDIA";"MG";"45000,00"
"2024";"15239509000169";"FAZENDA PERDIZES EMPREENDIMENTOS AGRICOLAS LTDA";"FAZENDA PERDIZES";"01121";"Cultivo de algodão herbáceo e de outras fibras de lavoura temporária";"PORTO DOS GAÚCHOS";"MT";"44947,00"
"2024";"20302775000129";"ADMG IMPORTACAO, EXPORTACAO E CONSULTORIA COMERCIAL LTDA";"";"46656";"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";"SÃO PAULO";"SP";"44939,00"
"2024";"61452868001431";"PELICAN TEXTIL LTDA";"";"46419";"Comércio atacadista de tecidos, artefatos de tecidos e de armarinho";"ITAJAÍ";"SC";"44908,00"
"2024";"46846927000148";"TBEA ENERGY BRAZIL LTDA.";"TBEA BRAZIL";"46699";"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"BETIM";"MG";"44900,00"
"2024";"27212719000142";"BUDDY BRASIL COMERCIO DE PRODUTOS PARA ENXERTIA LTDA";"FRUTCULTIVO, SOLUCOES PARA FRUTICULTURA";"46893";"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"VIDEIRA";"SC";"44892,00"
"2024";"26042315000195";"VT HEALTH CARE - COMERCIO DE PRODUTOS DE SAUDE LTDA";"";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"BRASÍLIA";"DF";"44876,00"
"2024";"91169227000110";"INDUSTRIA E COMERCIO DE MASSAS ROMENA LTDA";"";"10945";"Fabricação de massas alimentícias";"GRAVATAÍ";"RS";"44800,00"
"2024";"18650079000161";"ADS LATIN ASSISTENCIA E MANUTENCAO DE AERONAVES LTDA";"ADS LATIN";"00000";"Sem informação";"NOVA LIMA";"MG";"44764,00"
"2024";"46962122000321";"CQC - TECNOLOGIA EM SISTEMAS DIAGNOSTICOS LTDA";"";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"CAMPINAS";"SP";"44761,00"
"2024";"31434761000185";"RAQUEL SILVA MELO";"REAL TENDAS";"90019";"Artes cênicas, espetáculos e atividades complementares";"CAMPINA GRANDE";"PB";"44757,00"
"2024";"07389050000151";"NETZSCH INDUSTRIA E COMERCIO DE EQUIPAMENTOS DE MOAGEM LTDA";"NETZSCH EQUIPAMENTOS";"28691";"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente";"POMERODE";"SC";"44678,00"
"2024";"01034551000139";"LINKTRADE CONSULTORIA E COMERCIO LTDA";"LINKTRADE";"74901";"Atividades profissionais, científicas e técnicas não especificadas anteriormente";"CAMPINAS";"SP";"44636,00"
"2024";"03516450000120";"ZAM E BOM INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA";"ZAM E BOM";"10996";"Fabricação de produtos alimentícios não especificados anteriormente";"CAXIAS DO SUL";"RS";"44605,00"
"2024";"34933086000127";"LUIZ RODRIGO BOSSA";"CSI CONSULTORIA & SOLUCOES INTELIGENTES";"70204";"Atividades de consultoria em gestão empresarial";"LORENA";"SP";"44577,00"
"2024";"09142223000168";"VIVARE - INDUSTRIA E COMERCIO LTDA";"";"20932";"Fabricação de aditivos de uso industrial";"JUIZ DE FORA";"MG";"44575,00"
"2024";"18471135000109";"SMART PROTECTIONS BRASIL LTDA";"SMART PROTECTIONS";"46630";"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"SÃO PAULO";"SP";"44499,00"
"2024";"65281610000237";"MATRIX INDUSTRIA E COMERCIO LTDA";"";"46397";"Comércio atacadista de produtos alimentícios em geral";"BARUERI";"SP";"44481,00"
"2024";"47854831002057";"BANDEIRANTE QUIMICA LIMITADA";"";"20991";"Fabricação de produtos químicos não especificados anteriormente";"MAUÁ";"SP";"44480,00"
"2024";"22807390000300";"J.G. MOVEIS E EQUIPAMENTOS PARA ESCRITORIO LTDA";"";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"MANAUS";"AM";"44478,00"
"2024";"49447343000198";"AVANTE - INDUSTRIA E COMERCIO DE REBOQUES RODOVIARIOS LTDA";"AVANTE IMPLEMENTOS";"29301";"Fabricação de cabines, carrocerias e reboques para veículos automotores";"MANAUS";"AM";"44399,00"
"2024";"24877853000174";"MOVEX BRASIL LTDA";"MOVEX BRASIL LTDA";"28151";"Fabricação de equipamentos de transmissão para fins industriais";"SOROCABA";"SP";"44397,00"
"2024";"12419209000173";"EUROMETALS DO BRASIL IMPORTACAO E EXPORTACAO LTDA (EM RECUPERACAO JUDICIAL)";"";"00000";"Sem informação";"PIRACICABA";"SP";"44279,00"
"2024";"00072255000160";"JUSIMED IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA";"JUSIMED IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"CURITIBA";"PR";"44246,00"
"2024";"15353716000140";"CHRISTIE DIGITAL SYSTEMS SOUTH AMERICA LTDA.";"";"74901";"Atividades profissionais, científicas e técnicas não especificadas anteriormente";"SÃO PAULO";"SP";"44242,00"
"2024";"13795847000151";"BMED - IMPORTACAO, COMERCIO E INTERMEDIACAO DE PRODUTOS E EQUIPAMENTOS MEDICOS-HOSPITALARES LTDA.";"BMEDSP SOLUCOES HOSPITALARES";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"SÃO PAULO";"SP";"44237,00"
"2024";"90909631000110";"INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA";"";"26604";"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"PORTO ALEGRE";"RS";"44233,00"
"2024";"03391001000798";"P.Q.A. PRODUTOS QUIMICOS ARACRUZ S/A";"";"46842";"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos";"SÃO PAULO";"SP";"44232,00"
"2024";"00316634000158";"AEROTRONIC ELETRONICA E INSTRUMENTOS DE AERONAVES LTDA";"";"46699";"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"CURITIBA";"PR";"44208,00"
"2024";"52736949000158";"SYLVAMO DO BRASIL LTDA.";"";"17214";"Fabricação de papel";"MOGI GUAÇU";"SP";"44190,00"
"2024";"06877748000153";"GTS QUIMICA LTDA";"GTS QUIMICA";"20991";"Fabricação de produtos químicos não especificados anteriormente";"SANTA LUZIA DO NORTE";"AL";"44151,00"
"2024";"09448668000170";"K. MORI COMERCIO DE EXPORTACAO E IMPORTACAO DE EQUIPAMENTOS LTDA";"K. MORI";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"SARANDI";"PR";"44131,00"
"2024";"22813280000190";"2M3D INDUSTRIA E COMERCIO DE PLASTICOS LTDA";"";"20401";"Fabricação de fibras artificiais e sintéticas";"NOVO HAMBURGO";"RS";"44096,00"
"2024";"07934561000298";"ISMAEL NOGUEIRA RODRIGUES ALVES E OUTROS";"";"01342";"Cultivo de café";"FRANCA";"SP";"44026,00"
"2024";"26528613000190";"GLOBAL SUPPLY DUTY FREE LTDA";"";"46354";"Comércio atacadista de bebidas";"DIONÍSIO CERQUEIRA";"SC";"44021,00"
"2024";"45849222000111";"YUKSEL SEEDS BRASIL LTDA";"YUKSEL BRASIL";"46231";"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"CAMPINAS";"SP";"44012,00"
"2024";"06113240000189";"MINETE PEDRAS ORNAMENTAIS LTDA";"";"00000";"Sem informação";"VENDA NOVA DO IMIGRANTE";"ES";"43984,00"
"2024";"52011280000137";"SUPERIOR STONES LTDA";"";"46796";"Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral";"SERRA";"ES";"43983,00"
"2024";"68060193000100";"NICROM QUIMICA LTDA";"";"46842";"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos";"SANTANA DE PARNAÍBA";"SP";"43983,00"
"2024";"36977086000154";"LUXPAY INOVACAO TECNOLOGIA E FABRICACAO DE PRODUTOS ELETRONICOS S.A.";"LUXPAY";"26221";"Fabricação de periféricos para equipamentos de informática";"MANAUS";"AM";"43966,00"
"2024";"06287157000126";"LATINA AGRO INDUSTRIA E COMERCIO DE FERTILIZANTES LTDA";"SPRAYTEC FERTILIZANTES";"20134";"Fabricação de adubos e fertilizantes";"MARINGÁ";"PR";"43944,00"
"2024";"37191759000290";"CHINA HAIYING DO BRASIL LTDA";"CHINA HAIYING DO BRASIL";"00000";"Sem informação";"PORTO VELHO";"RO";"43939,00"
"2024";"34860316000175";"BH PANDA STONES INDUSTRIA E COMERCIO DE PEDRAS LTDA";"PANDA BH STONES";"32116";"Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria";"SOLEDADE";"RS";"43933,00"
"2024";"14269574000174";"D. DE OLIVEIRA TUPINAMBA JUNIOR LTDA";"TOP STORE";"46320";"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"BOA VISTA";"RR";"43920,00"
"2024";"10801805000198";"MEDCOSTA COMERCIO DE PRODUTOS MEDICOS LTDA";"";"47733";"Comércio varejista de artigos médicos e ortopédicos";"CURITIBA";"PR";"43899,00"
"2024";"34132093000120";"SANTIPLAST INDUSTRIA E COMERCIO DE POLIMEROS DA AMAZONIA LTDA";"SANTIPLAST DA AMAZONIA";"22226";"Fabricação de embalagens de material plástico";"MANAUS";"AM";"43895,00"
"2024";"26903275000129";"SIMANTEC AUTOMACAO E SOLUCOES TECNOLOGICAS LTDA";"SIMANTEC AUTOMATION";"00000";"Sem informação";"MANAUS";"AM";"43870,00"
"2024";"10940423000145";"FLEXSIV INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA";"BIOMETIK INDUSTRIA FARMACEUTICA";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"IRINEÓPOLIS";"SC";"43843,00"
"2024";"17317842000174";"VOLTAICA ENGENHARIA E CONSTRUCOES ELETRICAS LTDA";"";"00000";"Sem informação";"CASCAVEL";"PR";"43831,00"
"2024";"55014609000101";"TOYOBO DO BRASIL LTDA.";"";"22293";"Fabricação de artefatos de material plástico não especificados anteriormente";"AMERICANA";"SP";"43822,00"
"2024";"37534984000443";"NILE IMPORTACAO E EXPORTACAO LTDA";"";"46427";"Comércio atacadista de artigos do vestuário e acessórios";"ITAJAÍ";"SC";"43781,00"
"2024";"44733244000159";"INDUSTRIA METALURGICA ARITA LTDA";"";"25390";"Serviços de usinagem, solda, tratamento e revestimento em metais";"INDAIATUBA";"SP";"43760,00"
"2024";"08233671000104";"KMIC CONSTRUCAO LTDA";"PILLAR CONSTRUCOES E INCORPORACOES";"00000";"Sem informação";"SÃO JOSÉ DOS CAMPOS";"SP";"43741,00"
"2024";"14800051000102";"SECALEAP SERVICOS AERONAUTICOS LTDA";"SECALEAP";"00000";"Sem informação";"SÃO JOSÉ DOS CAMPOS";"SP";"43720,00"
"2024";"16959820000579";"CHR.OLESEN LATIN AMERICA IMPORTACAO E EXPORTACAO DE INSUMOS ALIMENTARES E FARMACEUTICOS LTDA";"";"46915";"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios";"CABO DE SANTO AGOSTINHO";"PE";"43714,00"
"2024";"40571302000134";"CMR SURGICAL BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA";"";"46648";"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";"SANTANA DE PARNAÍBA";"SP";"43707,00"
"2024";"22108379000190";"MORENO BOOKSTORE LIVRARIA LTDA";"MORENO BOOKSTORE";"47610";"Comércio varejista de livros, jornais, revistas e papelaria";"SÃO PAULO";"SP";"43705,00"
"2024";"46098735000109";"SERRA DA PALMEIRA ENERGIA 22 LTDA";"";"00000";"Sem informação";"SERIDÓ";"PB";"43682,00"
"2024";"06136910000182";"OBRA PRIMA IMPORTADORA E EXPORTADORA E COMERCIO DE ALIMENTOS LTDA";"";"46354";"Comércio atacadista de bebidas";"CURITIBA";"PR";"43631,00"
"2024";"07904415000139";"AROPACK INDUSTRIA E COMERCIO DE PLASTICOS LTDA";"AROPACK PLASTICOS";"22293";"Fabricação de artefatos de material plástico não especificados anteriormente";"MANAUS";"AM";"43628,00"
"2024";"01778112000300";"FAZENDA SANTA TEREZINHA LTDA.";"FRUTAS DOCES MEL";"46338";"Comércio atacadista de hortifrutigranjeiros";"RECIFE";"PE";"43614,00"
"2024";"11816095000213";"PORTAL INDUSTRIA, COMERCIO, SERVICOS E IMPORTACAO LTDA";"GRUPO PORTAL SOLUCOES EM TELECOMUNICACOES";"46737";"Comércio atacadista de material elétrico";"CARIACICA";"ES";"43594,00"
"2024";"10291570000131";"AIN GLOBAL IMPORTACAO E EXPORTACAO LTDA";"";"52508";"Atividades relacionadas à organização do transporte de carga";"JOINVILLE";"SC";"43575,00"
"2024";"56087497000181";"SANTA CRUZ INDUSTRIA E COMERCIO LTDA";"";"28623";"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo";"ITATIBA";"SP";"43573,00"
"2024";"59207241000230";"DIZA COMERCIAL E IMPORTADORA LTDA";"DIZA IMPORTADORA";"46354";"Comércio atacadista de bebidas";"SANTA TEREZINHA DE ITAIPU";"PR";"43571,00"
"2024";"69065258000172";"LAJES ANHANGUERA INDUSTRIA E COMERCIO LTDA";"";"00000";"Sem informação";"ELIAS FAUSTO";"SP";"43481,00"
"2024";"12763658000134";"WAELZHOLZ BRASMETAL LAMINACAO LTDA";"";"24245";"Produção de relaminados, trefilados e perfilados de aço";"DIADEMA";"SP";"43420,00"
"2024";"90698002000199";"SEPAL SERVICOS ESPECIALIZADOS DE PULV AEREAS LTDA";"";"01610";"Atividades de apoio à agricultura";"SÃO SEPÉ";"RS";"43388,00"
"2024";"90295338000100";"VENAX ELETRODOMESTICOS LTDA";"";"27511";"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico";"VENÂNCIO AIRES";"RS";"43373,00"
"2024";"70210018000101";"UNIAVE COMERCIO E INDUSTRIA DO NORDESTE LTDA.";"UNIAVE AGRODISTRIBUIDORA";"46231";"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"RECIFE";"PE";"43314,00"
"2024";"21374371000294";"3D COMERCIAL IMPORTACAO E EXPORTACAO LTDA";"";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"ITAJAÍ";"SC";"43261,00"
"2024";"95610887000146";"COMPLEXO HOSPITALAR ASTROGILDO DE AZEVEDO";"";"86101";"Atividades de atendimento hospitalar";"SANTA MARIA";"RS";"43253,00"
"2024";"62956719000158";"NEW POWER COMERCIO E INDUSTRIA DE SISTEMAS DE ENERGIA E DE DEFESA ESTRATEGICA LTDA";"";"46630";"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"SÃO PAULO";"SP";"43235,00"
"2024";"28593007000183";"VIBE ACAI INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"";"10538";"Fabricação de sorvetes e outros gelados comestíveis";"JUNDIAÍ";"SP";"43220,00"
"2024";"08235191000182";"VERO MOC INDUSTRIA E COMERCIO DE CALCADOS LTDA";"";"15319";"Fabricação de calçados de couro";"FRANCA";"SP";"43199,00"
"2024";"67267062000216";"DELGO EMBALAGENS LTDA";"**********";"28291";"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente";"COTIA";"SP";"43195,00"
"2024";"46896420000107";"M3 - IMPORTADORA E DISTRIBUIDORA DE ALIMENTOS LTDA";"MATHEUS ALIMENTOS";"46397";"Comércio atacadista de produtos alimentícios em geral";"ITUPEVA";"SP";"43163,00"
"2024";"34688462000165";"CCS - CENTRAL DE COMPRAS DE SEGURANCA LTDA";"";"47539";"Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo";"CURITIBA";"PR";"43156,00"
"2024";"12141865000238";"LEDS IMPORTACAO E EXPORTACAO DE BOLSAS E ARTIGOS DO VESTUARIO LTDA";"";"46435";"Comércio atacadista de calçados e artigos de viagem";"PALMAS";"TO";"43134,00"
"2024";"06104664000187";"CRAFTEC INDUSTRIA E COMERCIO DE EMBARCACOES DE ESPORTE E LAZER LTDA";"CRAFTEC";"30121";"Construção de embarcações para esporte e lazer";"CABREÚVA";"SP";"43096,00"
"2024";"52532658000148";"COEGER LTDA";"";"77390";"Aluguel de máquinas e equipamentos não especificados anteriormente";"PITANGA";"PR";"43045,00"
"2024";"28826394000908";"CARL ZEISS VISION BRASIL INDUSTRIA OPTICA LTDA";"";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"PETRÓPOLIS";"RJ";"43025,00"
